mach,altitude_m,altitude_ft,adp_bpr,adp_thrust_kN,adp_core_kN,adp_bypass_kN,adp_isp_s,adp_fuel_kgs,adp_m_core,adp_m_bypass,fix_bpr,fix_thrust_kN,fix_core_kN,fix_bypass_kN,fix_isp_s,fix_fuel_kgs,delta_thrust_kN,delta_isp_s,delta_fuel_kgs,delta_bpr
0.975,9473.7,31082.0,1.1133,21.847,14.4268,7.4202,4706.34,0.47319,23.6597,26.3403,0.3,26.7028,23.4524,3.2505,3538.6,0.76923,-4.8558,1167.74,-0.29604,0.8133
1.05,9473.7,31082.0,1.0508,22.22,14.9113,7.3086,4645.12,0.48761,24.3807,25.6193,0.3,26.8149,23.5232,3.2917,3553.45,0.76923,-4.5949,1091.68,-0.28162,0.7508
1.125,9473.7,31082.0,0.9883,22.6138,15.4297,7.1841,4583.38,0.50294,25.1471,24.8529,0.3,26.9344,23.5991,3.3354,3569.29,0.76923,-4.3207,1014.09,-0.26629,0.6883
1.2,9473.7,31082.0,0.9258,23.0292,15.985,7.0442,4520.86,0.51926,25.9632,24.0368,0.3,27.0614,23.6799,3.3815,3586.11,0.76923,-4.0322,934.75,-0.24997,0.6258
1.275,9473.7,31082.0,0.8633,23.4671,16.581,6.8862,4457.32,0.53668,26.8341,23.1659,0.3,27.1955,23.7656,3.4299,3603.89,0.76923,-3.7284,853.43,-0.23255,0.5633
1.35,9473.7,31082.0,0.8008,23.9286,17.2218,6.7068,4392.52,0.55531,27.7654,22.2346,0.3,27.3367,23.8562,3.4804,3622.59,0.76923,-3.408,769.93,-0.21392,0.5008
1.425,9473.7,31082.0,0.7383,24.415,17.9124,6.5026,4326.26,0.57527,28.7637,21.2363,0.3,27.4847,23.9516,3.5331,3642.22,0.76923,-3.0697,684.04,-0.19396,0.4383
1.5,9473.7,31082.0,0.6758,24.9279,18.6581,6.2697,4258.32,0.59673,29.8365,20.1635,0.3,27.6396,24.0518,3.5878,3662.74,0.76923,-2.7117,595.58,-0.1725,0.3758
1.575,9473.7,31082.0,0.6133,25.469,19.4654,6.0036,4188.5,0.61985,30.9924,19.0076,0.3,27.801,24.1566,3.6444,3684.13,0.76923,-2.332,504.36,-0.14938,0.3133
1.65,9473.7,31082.0,0.5508,26.0407,20.3417,5.699,4116.61,0.64483,32.2414,17.7586,0.3,27.9689,24.266,3.7029,3706.38,0.76923,-1.9282,410.22,-0.1244,0.2508
1.725,9473.7,31082.0,0.4883,26.6456,21.2955,5.3501,4042.47,0.67191,33.5954,16.4046,0.3,28.1432,24.3801,3.7631,3729.47,0.76923,-1.4975,313.0,-0.09732,0.1883
1.8,9473.7,31082.0,0.4258,27.2869,22.3371,4.9499,3965.92,0.70136,35.068,14.932,0.3,28.3235,24.4986,3.825,3753.38,0.76923,-1.0366,212.55,-0.06787,0.1258
0.0,10105.3,33154.0,0.2308,26.6508,24.2517,2.3991,3343.71,0.81248,40.624,9.376,0.3,25.9132,22.9608,2.9524,3433.96,0.76923,0.7376,-90.25,0.04325,-0.0692
0.075,10105.3,33154.0,0.2308,26.6549,24.2545,2.4004,3344.23,0.81248,40.624,9.376,0.3,25.9175,22.9634,2.9541,3434.53,0.76923,0.7375,-90.3,0.04325,-0.0692
0.15,10105.3,33154.0,0.2308,26.6673,24.2628,2.4045,3345.78,0.81248,40.624,9.376,0.3,25.9303,22.9713,2.959,3436.23,0.76923,0.737,-90.45,0.04325,-0.0692
0.225,10105.3,33154.0,0.2308,26.6879,24.2767,2.4112,3348.37,0.81248,40.624,9.376,0.3,25.9518,22.9845,2.9673,3439.07,0.76923,0.7362,-90.7,0.04325,-0.0692
0.3,10105.3,33154.0,0.2308,26.7168,24.2962,2.4206,3351.99,0.81248,40.624,9.376,0.3,25.9817,23.0029,2.9789,3443.04,0.76923,0.735,-91.06,0.04325,-0.0692
0.375,10105.3,33154.0,0.2308,26.7538,24.3212,2.4326,3356.63,0.81248,40.624,9.376,0.3,26.0202,23.0265,2.9936,3448.14,0.76923,0.7336,-91.51,0.04325,-0.0692
0.45,10105.3,33154.0,0.3258,25.8137,22.6068,3.207,3488.67,0.75426,37.7131,12.2869,0.3,26.067,23.0554,3.0116,3454.35,0.76923,-0.2533,34.32,-0.01497,0.0258
0.525,10105.3,33154.0,0.4683,24.6344,20.443,4.1914,3687.12,0.68106,34.053,15.947,0.3,26.1222,23.0895,3.0327,3461.66,0.76923,-1.4879,225.46,-0.08817,0.1683
0.6,10105.3,33154.0,0.6108,23.6891,18.6662,5.0229,3889.74,0.62081,31.0405,18.9595,0.3,26.1857,23.1288,3.0569,3470.07,0.76923,-2.4966,419.67,-0.14842,0.3108
0.675,10105.3,33154.0,0.7533,22.9238,17.182,5.7418,4097.08,0.57035,28.5177,21.4823,0.3,26.2572,23.1733,3.084,3479.55,0.76923,-3.3334,617.52,-0.19888,0.4533
0.75,10105.3,33154.0,0.8958,22.3008,15.9245,6.3763,4309.66,0.52748,26.3741,23.6259,0.3,26.3369,23.2228,3.1141,3490.11,0.76923,-4.0361,819.56,-0.24175,0.5958
0.825,10105.3,33154.0,1.0383,21.7926,14.8461,6.9465,4528.01,0.4906,24.5302,25.4698,0.3,26.4244,23.2775,3.147,3501.71,0.76923,-4.6319,1026.3,-0.27863,0.7383
0.9,10105.3,33154.0,1.1808,21.3788,13.9116,7.4673,4752.6,0.45855,22.9274,27.0726,0.3,26.5198,23.3372,3.1826,3514.34,0.76923,-5.1409,1238.26,-0.31068,0.8808
0.975,10105.3,33154.0,1.1183,21.73,14.3618,7.3683,4692.23,0.47208,23.6038,26.3962,0.3,26.6228,23.4019,3.2209,3528.0,0.76923,-4.8928,1164.23,-0.29715,0.8183
1.05,10105.3,33154.0,1.0558,22.1013,14.8425,7.2589,4631.59,0.48643,24.3214,25.6786,0.3,26.7334,23.4716,3.2617,3542.65,0.76923,-4.632,1088.94,-0.2828,0.7558
1.125,10105.3,33154.0,0.9933,22.4933,15.3565,7.1368,4570.44,0.50168,25.084,24.916,0.3,26.8513,23.5463,3.305,3558.28,0.76923,-4.358,1012.16,-0.26755,0.6933
1.2,10105.3,33154.0,0.9308,22.9068,15.9072,6.9996,4508.51,0.51792,25.896,24.104,0.3,26.9765,23.6258,3.3507,3574.87,0.76923,-4.0697,933.64,-0.25131,0.6308
1.275,10105.3,33154.0,0.8683,23.3427,16.498,6.8446,4445.58,0.53525,26.7623,23.2377,0.3,27.1088,23.7102,3.3986,3592.41,0.76923,-3.7662,853.17,-0.23398,0.5683
1.35,10105.3,33154.0,0.8058,23.802,17.1332,6.6687,4381.4,0.55377,27.6886,22.3114,0.3,27.2481,23.7994,3.4488,3610.86,0.76923,-3.4462,770.54,-0.21546,0.5058
1.425,10105.3,33154.0,0.7433,24.286,17.8175,6.4685,4315.78,0.57362,28.6812,21.3188,0.3,27.3942,23.8933,3.501,3630.23,0.76923,-3.1083,685.55,-0.19561,0.4433
1.5,10105.3,33154.0,0.6808,24.7963,18.5563,6.24,4248.48,0.59495,29.7477,20.2523,0.3,27.547,23.9918,3.5552,3650.47,0.76923,-2.7507,598.01,-0.17428,0.3808
1.575,10105.3,33154.0,0.6183,25.3348,19.3558,5.9789,4179.33,0.61793,30.8966,19.1034,0.3,27.7063,24.095,3.6113,3671.58,0.76923,-2.3716,507.75,-0.1513,0.3183
1.65,10105.3,33154.0,0.5558,25.9036,20.2234,5.6801,4108.13,0.64276,32.1378,17.8622,0.3,27.872,24.2028,3.6692,3693.53,0.76923,-1.9684,414.6,-0.12647,0.2558
1.725,10105.3,33154.0,0.4933,26.5054,21.1676,5.3378,4034.7,0.66966,33.4829,16.5171,0.3,28.0439,24.315,3.7288,3716.31,0.76923,-1.5385,318.39,-0.09957,0.1933
1.8,10105.3,33154.0,0.4308,27.1433,22.1982,4.9451,3958.89,0.69891,34.9455,15.0545,0.3,28.2219,24.4317,3.7901,3739.9,0.76923,-1.0785,218.99,-0.07032,0.1308
0.0,10736.8,35226.0,0.2359,26.5254,24.1061,2.4194,3341.77,0.80913,40.4563,9.5437,0.3,25.8425,22.9175,2.925,3424.6,0.76923,0.6829,-82.82,0.0399,-0.0641
0.075,10736.8,35226.0,0.2359,26.5295,24.1088,2.4207,3342.29,0.80913,40.4563,9.5437,0.3,25.8468,22.9201,2.9267,3425.16,0.76923,0.6828,-82.87,0.0399,-0.0641
0.15,10736.8,35226.0,0.2359,26.5418,24.117,2.4248,3343.83,0.80913,40.4563,9.5437,0.3,25.8595,22.9278,2.9316,3426.84,0.76923,0.6823,-83.01,0.0399,-0.0641
0.225,10736.8,35226.0,0.2359,26.5622,24.1306,2.4316,3346.4,0.80913,40.4563,9.5437,0.3,25.8806,22.9408,2.9398,3429.64,0.76923,0.6816,-83.24,0.0399,-0.0641
0.3,10736.8,35226.0,0.2359,26.5907,24.1497,2.441,3350.0,0.80913,40.4563,9.5437,0.3,25.9102,22.9589,2.9513,3433.56,0.76923,0.6805,-83.56,0.0399,-0.0641
0.375,10736.8,35226.0,0.2359,26.6273,24.1742,2.4531,3354.6,0.80913,40.4563,9.5437,0.3,25.9481,22.9822,2.9659,3438.58,0.76923,0.6792,-83.98,0.0399,-0.0641
0.45,10736.8,35226.0,0.3309,25.6909,22.4764,3.2146,3485.43,0.75137,37.5686,12.4314,0.3,25.9943,23.0106,2.9837,3444.71,0.76923,-0.3033,40.73,-0.01786,0.0309
0.525,10736.8,35226.0,0.4734,24.5154,20.3321,4.1833,3682.06,0.6787,33.9351,16.0649,0.3,26.0487,23.0441,3.0046,3451.92,0.76923,-1.5333,230.14,-0.09053,0.1734
0.6,10736.8,35226.0,0.6159,23.5722,18.5702,5.002,3882.81,0.61885,30.9425,19.0575,0.3,26.1113,23.0828,3.0285,3460.21,0.76923,-2.539,422.6,-0.15038,0.3159
0.675,10736.8,35226.0,0.7584,22.8081,17.0976,5.7105,4088.25,0.5687,28.4349,21.5651,0.3,26.1819,23.1265,3.0554,3469.57,0.76923,-3.3738,618.68,-0.20053,0.4584
0.75,10736.8,35226.0,0.9009,22.1853,15.8492,6.3361,4298.88,0.52607,26.3033,23.6967,0.3,26.2604,23.1752,3.0852,3479.97,0.76923,-4.0751,818.91,-0.24316,0.6009
0.825,10736.8,35226.0,1.0434,21.6768,14.7781,6.8987,4515.23,0.48938,24.469,25.531,0.3,26.3468,23.229,3.1178,3491.41,0.76923,-4.6699,1023.81,-0.27985,0.7434
0.9,10736.8,35226.0,1.1859,21.2624,13.8497,7.4127,4737.76,0.45748,22.8739,27.1261,0.3,26.4408,23.2877,3.1531,3503.88,0.76923,-5.1784,1233.88,-0.31175,0.8859
0.975,10736.8,35226.0,1.1234,21.612,14.2963,7.3157,4677.97,0.47094,23.5471,26.4529,0.3,26.5424,23.3514,3.191,3517.34,0.76923,-4.9304,1160.63,-0.29829,0.8234
1.05,10736.8,35226.0,1.0609,21.9816,14.7731,7.2084,4617.92,0.48522,24.2612,25.7388,0.3,26.6514,23.42,3.2315,3531.79,0.76923,-4.6699,1086.13,-0.28401,0.7609
1.125,10736.8,35226.0,0.9984,22.3718,15.2829,7.0888,4557.36,0.5004,25.02,24.98,0.3,26.7678,23.4934,3.2744,3547.21,0.76923,-4.396,1010.15,-0.26883,0.6984
1.2,10736.8,35226.0,0.9359,22.7833,15.8289,6.9544,4496.04,0.51656,25.8278,24.1722,0.3,26.8913,23.5717,3.3196,3563.58,0.76923,-4.108,932.46,-0.25268,0.6359
1.275,10736.8,35226.0,0.8734,23.217,16.4146,6.8025,4433.72,0.53379,26.6894,23.3106,0.3,27.0218,23.6547,3.3671,3580.87,0.76923,-3.8048,852.85,-0.23544,0.5734
1.35,10736.8,35226.0,0.8109,23.6741,17.0441,6.63,4370.17,0.55221,27.6106,22.3894,0.3,27.1592,23.7424,3.4168,3599.08,0.76923,-3.4851,771.1,-0.21702,0.5109
1.425,10736.8,35226.0,0.7484,24.1557,17.722,6.4337,4305.18,0.57195,28.5976,21.4024,0.3,27.3033,23.8348,3.4685,3618.17,0.76923,-3.1476,687.01,-0.19728,0.4484
1.5,10736.8,35226.0,0.6859,24.6635,18.4538,6.2097,4238.55,0.59315,29.6577,20.3423,0.3,27.454,23.9318,3.5222,3638.14,0.76923,-2.7905,600.4,-0.17608,0.3859
1.575,10736.8,35226.0,0.6234,25.1992,19.2456,5.9536,4170.07,0.61599,30.7996,19.2004,0.3,27.6111,24.0333,3.5778,3658.97,0.76923,-2.4119,511.1,-0.15324,0.3234
1.65,10736.8,35226.0,0.5609,25.7651,20.1045,5.6606,4099.56,0.64066,32.0328,17.9672,0.3,27.7745,24.1394,3.6352,3680.62,0.76923,-2.0095,418.94,-0.12857,0.2609
1.725,10736.8,35226.0,0.4984,26.3637,21.039,5.3248,4026.85,0.66738,33.3689,16.6311,0.3,27.9441,24.2498,3.6943,3703.09,0.76923,-1.5804,323.76,-0.10185,0.1984
1.8,10736.8,35226.0,0.4359,26.9983,22.0587,4.9396,3951.78,0.69643,34.8214,15.1786,0.3,28.1197,24.3647,3.755,3726.36,0.76923,-1.1213,225.42,-0.0728,0.1359
0.0,11368.4,37298.0,0.2409,26.4411,23.99,2.451,3344.62,0.80587,40.2933,9.7067,0.3,25.813,22.8994,2.9136,3420.68,0.76923,0.6281,-76.06,0.03664,-0.0591
0.075,11368.4,37298.0,0.2409,26.4451,23.9927,2.4524,3345.14,0.80587,40.2933,9.7067,0.3,25.8172,22.902,2.9152,3421.24,0.76923,0.6279,-76.1,0.03664,-0.0591
0.15,11368.4,37298.0,0.2409,26.4574,24.0008,2.4565,3346.68,0.80587,40.2933,9.7067,0.3,25.8298,22.9097,2.9201,3422.91,0.76923,0.6275,-76.23,0.03664,-0.0591
0.225,11368.4,37298.0,0.2409,26.4777,24.0143,2.4634,3349.25,0.80587,40.2933,9.7067,0.3,25.8509,22.9226,2.9283,3425.7,0.76923,0.6268,-76.45,0.03664,-0.0591
0.3,11368.4,37298.0,0.2409,26.5061,24.0331,2.473,3352.85,0.80587,40.2933,9.7067,0.3,25.8802,22.9406,2.9397,3429.59,0.76923,0.6259,-76.74,0.03664,-0.0591
0.375,11368.4,37298.0,0.2409,26.5426,24.0574,2.4852,3357.46,0.80587,40.2933,9.7067,0.3,25.9179,22.9637,2.9543,3434.59,0.76923,0.6247,-77.12,0.03664,-0.0591
0.45,11368.4,37298.0,0.3359,25.6122,22.374,3.2382,3487.8,0.74856,37.428,12.572,0.3,25.9639,22.9919,2.972,3440.68,0.76923,-0.3516,47.13,-0.02067,0.0359
0.525,11368.4,37298.0,0.4784,24.4433,20.2467,4.1966,3683.69,0.67641,33.8203,16.1797,0.3,26.018,23.0252,2.9928,3447.85,0.76923,-1.5747,235.84,-0.09282,0.1784
0.6,11368.4,37298.0,0.6209,23.5049,18.4975,5.0074,3883.7,0.61694,30.8471,19.1529,0.3,26.0802,23.0635,3.0166,3456.09,0.76923,-2.5753,427.61,-0.15229,0.3209
0.675,11368.4,37298.0,0.7634,22.7441,17.0347,5.7093,4088.36,0.56709,28.3543,21.6457,0.3,26.1504,23.1069,3.0434,3465.39,0.76923,-3.4063,622.98,-0.20214,0.4634
0.75,11368.4,37298.0,0.9059,22.1237,15.7941,6.3296,4298.22,0.52469,26.2343,23.7657,0.3,26.2284,23.1554,3.0731,3475.74,0.76923,-4.1047,822.49,-0.24454,0.6059
0.825,11368.4,37298.0,1.0484,21.6169,14.7292,6.8877,4513.77,0.48819,24.4093,25.5907,0.3,26.3143,23.2087,3.1055,3487.11,0.76923,-4.6974,1026.65,-0.28104,0.7484
0.9,11368.4,37298.0,1.1909,21.2036,13.8058,7.3978,4735.48,0.45643,22.8217,27.1783,0.3,26.4078,23.2671,3.1407,3499.5,0.76923,-5.2042,1235.97,-0.3128,0.8909
0.975,11368.4,37298.0,1.1284,21.552,14.2499,7.3022,4675.98,0.46984,23.4918,26.5082,0.3,26.5088,23.3303,3.1785,3512.89,0.76923,-4.9568,1163.09,-0.29939,0.8284
1.05,11368.4,37298.0,1.0659,21.9203,14.7238,7.1965,4616.23,0.48405,24.2025,25.7975,0.3,26.6172,23.3984,3.2188,3527.25,0.76923,-4.6969,1088.98,-0.28518,0.7659
1.125,11368.4,37298.0,1.0034,22.3091,15.2305,7.0786,4555.97,0.49915,24.9576,25.0424,0.3,26.7329,23.4713,3.2615,3542.58,0.76923,-4.4237,1013.39,-0.27008,0.7034
1.2,11368.4,37298.0,0.9409,22.7191,15.773,6.9462,4494.96,0.51522,25.7612,24.2388,0.3,26.8556,23.549,3.3066,3558.85,0.76923,-4.1365,936.11,-0.25401,0.6409
1.275,11368.4,37298.0,0.8784,23.1512,16.3548,6.7964,4432.96,0.53237,26.6184,23.3816,0.3,26.9854,23.6315,3.3539,3576.05,0.76923,-3.8342,856.91,-0.23686,0.5784
1.35,11368.4,37298.0,0.8159,23.6065,16.9801,6.6264,4369.73,0.55069,27.5346,22.4654,0.3,27.122,23.7186,3.4034,3594.15,0.76923,-3.5155,775.59,-0.21854,0.5159
1.425,11368.4,37298.0,0.7534,24.0862,17.6534,6.4328,4305.08,0.57032,28.516,21.484,0.3,27.2653,23.8104,3.4549,3613.13,0.76923,-3.179,691.94,-0.19891,0.4534
1.5,11368.4,37298.0,0.6909,24.5919,18.38,6.2119,4238.79,0.5914,29.5701,20.4299,0.3,27.4151,23.9067,3.5084,3632.99,0.76923,-2.8232,605.8,-0.17783,0.3909
1.575,11368.4,37298.0,0.6284,25.1254,19.1659,5.9594,4170.66,0.6141,30.705,19.295,0.3,27.5713,24.0076,3.5638,3653.69,0.76923,-2.4459,516.97,-0.15513,0.3284
1.65,11368.4,37298.0,0.5659,25.6888,20.0184,5.6704,4100.52,0.63861,31.9305,18.0695,0.3,27.7338,24.1129,3.6209,3675.22,0.76923,-2.045,425.29,-0.13062,0.2659
1.725,11368.4,37298.0,0.5034,26.2847,20.9455,5.3393,4028.18,0.66516,33.2579,16.7421,0.3,27.9024,24.2226,3.6798,3697.56,0.76923,-1.6177,330.62,-0.10407,0.2034
1.8,11368.4,37298.0,0.4409,26.9163,21.9569,4.9594,3953.49,0.69401,34.7005,15.2995,0.3,28.077,24.3367,3.7403,3720.7,0.76923,-1.1606,232.79,-0.07522,0.1409
0.0,12000.0,39370.0,0.246,26.3845,23.8919,2.4927,3351.18,0.80257,40.1284,9.8716,0.3,25.813,22.8994,2.9136,3420.68,0.76923,0.5715,-69.5,0.03334,-0.054
0.075,12000.0,39370.0,0.246,26.3886,23.8945,2.4941,3351.7,0.80257,40.1284,9.8716,0.3,25.8172,22.902,2.9152,3421.24,0.76923,0.5714,-69.54,0.03334,-0.054
0.15,12000.0,39370.0,0.246,26.4009,23.9026,2.4983,3353.26,0.80257,40.1284,9.8716,0.3,25.8298,22.9097,2.9201,3422.91,0.76923,0.571,-69.65,0.03334,-0.054
0.225,12000.0,39370.0,0.246,26.4213,23.916,2.5053,3355.85,0.80257,40.1284,9.8716,0.3,25.8509,22.9226,2.9283,3425.7,0.76923,0.5704,-69.85,0.03334,-0.054
0.3,12000.0,39370.0,0.246,26.4498,23.9348,2.515,3359.47,0.80257,40.1284,9.8716,0.3,25.8802,22.9406,2.9397,3429.59,0.76923,0.5695,-70.12,0.03334,-0.054
0.375,12000.0,39370.0,0.246,26.4864,23.9589,2.5275,3364.12,0.80257,40.1284,9.8716,0.3,25.9179,22.9637,2.9543,3434.59,0.76923,0.5684,-70.47,0.03334,-0.054
0.45,12000.0,39370.0,0.341,25.5638,22.2889,3.2749,3494.5,0.74571,37.2856,12.7144,0.3,25.9639,22.9919,2.972,3440.68,0.76923,-0.4001,53.82,-0.02352,0.041
0.525,12000.0,39370.0,0.4835,24.4039,20.1771,4.2268,3690.43,0.67408,33.7041,16.2959,0.3,26.018,23.0252,2.9928,3447.85,0.76923,-1.6141,242.59,-0.09515,0.1835
0.6,12000.0,39370.0,0.626,23.4722,18.4395,5.0327,3890.49,0.61501,30.7503,19.2497,0.3,26.0802,23.0635,3.0166,3456.09,0.76923,-2.608,434.4,-0.15422,0.326
0.675,12000.0,39370.0,0.7685,22.7165,16.9856,5.7309,4095.22,0.56545,28.2725,21.7275,0.3,26.1504,23.1069,3.0434,3465.39,0.76923,-3.4339,629.83,-0.20378,0.4685
0.75,12000.0,39370.0,0.911,22.1002,15.7519,6.3483,4305.14,0.52329,26.1643,23.8357,0.3,26.2284,23.1554,3.0731,3475.74,0.76923,-4.1282,829.41,-0.24594,0.611
0.825,12000.0,39370.0,1.0535,21.5966,14.6927,6.904,4520.76,0.48697,24.3487,25.6513,0.3,26.3143,23.2087,3.1055,3487.11,0.76923,-4.7176,1033.65,-0.28226,0.7535
0.9,12000.0,39370.0,1.196,21.186,13.7738,7.4122,4742.55,0.45537,22.7687,27.2313,0.3,26.4078,23.2671,3.1407,3499.5,0.76923,-5.2218,1243.05,-0.31386,0.896
0.975,12000.0,39370.0,1.1335,21.5334,14.2158,7.3177,4683.14,0.46871,23.4357,26.5643,0.3,26.5088,23.3303,3.1785,3512.89,0.76923,-4.9753,1170.25,-0.30052,0.8335
1.05,12000.0,39370.0,1.071,21.9007,14.6876,7.2131,4623.48,0.48286,24.1429,25.8571,0.3,26.6172,23.3984,3.2188,3527.25,0.76923,-4.7165,1096.23,-0.28637,0.771
1.125,12000.0,39370.0,1.0085,22.2884,15.1918,7.0966,4563.32,0.49788,24.8942,25.1058,0.3,26.7329,23.4713,3.2615,3542.58,0.76923,-4.4445,1020.74,-0.27135,0.7085
1.2,12000.0,39370.0,0.946,22.6971,15.7316,6.9655,4502.41,0.51387,25.6937,24.3063,0.3,26.8556,23.549,3.3066,3558.85,0.76923,-4.1585,943.56,-0.25536,0.646
1.275,12000.0,39370.0,0.8835,23.1279,16.3106,6.8174,4440.51,0.53093,26.5463,23.4537,0.3,26.9854,23.6315,3.3539,3576.05,0.76923,-3.8575,864.46,-0.2383,0.5835
1.35,12000.0,39370.0,0.821,23.5817,16.9326,6.6492,4377.4,0.54915,27.4574,22.5426,0.3,27.122,23.7186,3.4034,3594.15,0.76923,-3.5403,783.25,-0.22008,0.521
1.425,12000.0,39370.0,0.7585,24.0598,17.6022,6.4576,4312.86,0.56867,28.4333,21.5667,0.3,27.2653,23.8104,3.4549,3613.13,0.76923,-3.2055,699.73,-0.20056,0.4585
1.5,12000.0,39370.0,0.696,24.5637,18.3247,6.239,4246.69,0.58962,29.4811,20.5189,0.3,27.4151,23.9067,3.5084,3632.99,0.76923,-2.8514,613.7,-0.17961,0.396
1.575,12000.0,39370.0,0.6335,25.0952,19.1061,5.9891,4178.69,0.61218,30.6091,19.3909,0.3,27.5713,24.0076,3.5638,3653.69,0.76923,-2.4762,525.0,-0.15705,0.3335
1.65,12000.0,39370.0,0.571,25.6563,19.9534,5.703,4108.67,0.63654,31.8269,18.1731,0.3,27.7338,24.1129,3.6209,3675.22,0.76923,-2.0775,433.45,-0.13269,0.271
1.725,12000.0,39370.0,0.5085,26.2498,20.8746,5.3751,4036.47,0.66291,33.1455,16.8545,0.3,27.9024,24.2226,3.6798,3697.56,0.76923,-1.6526,338.91,-0.10632,0.2085
1.8,12000.0,39370.0,0.446,26.8786,21.8795,4.9991,3961.92,0.69156,34.5781,15.4219,0.3,28.077,24.3367,3.7403,3720.7,0.76923,-1.1984,241.22,-0.07767,0.146
